"","OR","po.","p1.","p.o","p.1","f00","f01","f10","f11","true r","r","true D'","D'","true Q","Q","true Y","Y","true HS","HS"
"1",1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,94,0,94,0,94,0,94,0,94
"2",1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,94,0,94,0,94,0,94,0,94
"3",1,0.587333879727506,0.412666120272494,0.5,0.5,0.293666939863753,0.293666939863753,0.206333060136247,0.206333060136247,2.25511293307845e-16,95.3,2.69036630361622e-16,95.3,4.58064211256537e-16,95.3,0,95.3,0,95.3
"4",1,0.6,0.4,0.4,0.6,0.24,0.36,0.16,0.24,0,94.4,0,94.4,0,94.4,-5.78241158658936e-17,94.4,-3.10179424794511e-21,94.4
"5",1,0.6,0.4,0.6,0.4,0.36,0.24,0.24,0.16,0,94.3,0,94.3,0,94.3,5.78241158658936e-17,94.3,0,94.3
"6",1,0.1,0.9,0.2,0.8,0.02,0.08,0.18,0.72,-2.89120579329468e-17,92.4,-1.73472347597681e-16,92.4,-1.20466908053945e-16,92.4,-5.78241158658936e-17,92.4,0,92.6
"7",2,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.285714285714286,0.285714285714286,0.142857142857143,0.285714285714286,0.166666666666667,93.3,0.222222222222222,93.6,0.333333333333333,93.4,0.17157287525381,93.4,0.138734684854279,93.2
"8",2,0.5,0.5,0.5,0.5,0.292893218813452,0.207106781186547,0.207106781186547,0.292893218813452,0.17157287525381,92.8,0.17157287525381,92.4,0.333333333333334,92.8,0.17157287525381,92.8,0.17157287525381,93.2
"9",2,0.654897368819341,0.345102631180659,0.442482894803224,0.557517105196776,0.327448684409671,0.327448684409671,0.115034210393553,0.230068420787106,0.159526253575339,95.1,0.246675211068735,94.6,0.333333333333333,95.1,0.17157287525381,95.1,0.090640012040323,95.1
"10",2,0.6,0.4,0.4,0.6,0.278889744907202,0.321110255092798,0.121110255092798,0.278889744907202,0.162040603780009,93.3,0.243060905670013,93.1,0.333333333333333,93.1,0.17157287525381,93.1,0.110223411045934,93.4
"11",2,0.6,0.4,0.6,0.4,0.4,0.2,0.2,0.2,0.166666666666666,92.9,0.166666666666666,92.5,0.333333333333333,92.6,0.17157287525381,92.6,0.109504629084079,93.3
"12",2,0.1,0.9,0.2,0.8,0.0315341561573509,0.0684658438426491,0.168465843842649,0.731534156157351,0.0961179679779241,92.1,0.144176951966886,92,0.333333333333333,92.2,0.171572875253809,92.2,4.81661278198372e-19,91.6
"13",5,0.625,0.375,0.375,0.625,0.3125,0.3125,0.0625,0.3125,0.333333333333333,93.2,0.555555555555556,93.2,0.666666666666667,92.6,0.381966011250105,92.6,0.281525548998107,93.6
"14",5,0.5,0.5,0.5,0.5,0.345491502812526,0.154508497187474,0.154508497187474,0.345491502812526,0.381966011250105,94.3,0.381966011250105,92.6,0.666666666666667,94.4,0.381966011250105,94.4,0.381966011250105,94.7
"15",5,0.703449847472629,0.296550152527371,0.401149949157543,0.598850050842457,0.351724923736314,0.351724923736314,0.0494250254212286,0.247125127106143,0.310621830677359,91.3,0.584527763205045,90.8,0.666666666666667,91,0.381966011250105,91,0.212709173112308,90.8
"16",4.99999999999999,0.6,0.4,0.4,0.6,0.323960135530193,0.276039864469807,0.0760398644698074,0.323960135530192,0.349833898042469,94.5,0.524750847063704,94.2,0.666666666666667,94.1,0.381966011250105,94.1,0.318587783015882,95.2
"17",4.99999999999999,0.6,0.4,0.6,0.4,0.45,0.15,0.15,0.25,0.375,94.3,0.375,93.5,0.666666666666666,94.6,0.381966011250105,94.6,0.304973037967785,93.6
"18",5,0.1,0.9,0.2,0.8,0.05,0.05,0.15,0.75,0.25,93.2,0.375,93.4,0.666666666666666,93.1,0.381966011250105,93.1,9.94408923407856e-09,93.3
"19",10,0.645161290322581,0.354838709677419,0.354838709677419,0.645161290322581,0.32258064516129,0.32258064516129,0.032258064516129,0.32258064516129,0.409090909090909,93.8,0.743801652892562,88.6,0.818181818181818,88.5,0.519493853295916,88.5,0.440679593491908,88.6
"20",10,0.5,0.5,0.5,0.5,0.379873463323979,0.120126536676021,0.120126536676021,0.379873463323979,0.519493853295916,95.2,0.519493853295916,91.9,0.818181818181818,95.1,0.519493853295916,95.1,0.519493853295916,95.3
"21",10,0.721274348989881,0.278725651010119,0.385975870041315,0.614024129958685,0.360637174494941,0.360637174494941,0.0253386955463744,0.253386955463744,0.376778180873961,91.6,0.764469496760614,77.7,0.818181818181819,77.2,0.519493853295916,77.2,0.379413126250017,80.2
"22",9.99999999999998,0.6,0.4,0.4,0.6,0.350676789837936,0.249323210162064,0.0493232101620643,0.350676789837936,0.461153290991399,93.3,0.691729936487098,93.5,0.818181818181818,94,0.519493853295915,94,0.489958938220723,93.7
"23",9.99999999999997,0.6,0.4,0.6,0.4,0.483064725597111,0.116935274402889,0.116935274402889,0.283064725597111,0.512769689987962,93,0.512769689987962,90,0.818181818181818,93.2,0.519493853295915,93.2,0.451006542868376,93.2
"24",9.99999999999999,0.1,0.9,0.2,0.8,0.0640251199682556,0.0359748800317444,0.135974880031744,0.764025119968256,0.366875999735463,94.6,0.550313999603195,93.4,0.818181818181818,93.5,0.519493853295915,93.5,4.63835862493664e-05,93.5
"25",20,0.655737704918033,0.344262295081967,0.344262295081967,0.655737704918033,0.327868852459016,0.327868852459016,0.0163934426229508,0.327868852459016,0.452380952380952,93.5,0.861678004535147,65.2,0.904761904761905,66.4,0.634512004736886,66.4,0.627091660877676,73.4
"26",20,0.5,0.5,0.5,0.5,0.408628001184222,0.0913719988157784,0.0913719988157784,0.408628001184222,0.634512004736886,94.4,0.634512004736886,89.1,0.904761904761905,93.9,0.634512004736886,93.9,0.634512004736886,94.8
"27",20,0.730529683610175,0.269470316389825,0.378096761633174,0.621903238366826,0.365264841805087,0.365264841805087,0.0128319198280869,0.256638396561738,0.413919438632922,93.6,0.874055923109843,58.7,0.904761904761904,63.2,0.634512004736886,63.2,0.585875126788594,79.8
"28",20,0.6,0.4,0.4,0.6,0.370185295008512,0.229814704991488,0.0298147049914876,0.370185295008512,0.542438729202135,92.1,0.813658093803202,87.7,0.904761904761905,87,0.634512004736886,87,0.650483344211782,86.8
"29",19.9999999999998,0.6,0.4,0.6,0.4,0.510885725265993,0.0891142747340072,0.0891142747340072,0.310885725265993,0.628690521941637,92.5,0.628690521941637,89.7,0.904761904761904,92.4,0.634512004736885,92.4,0.579656924091809,93.6
"30",20,0.1,0.9,0.2,0.8,0.076142808891188,0.023857191108812,0.123857191108812,0.776142808891188,0.4678567407599,92.9,0.70178511113985,87.3,0.904761904761905,87.3,0.634512004736886,87.3,0.00460608750703576,90.2
"31",50,0.662251655629139,0.337748344370861,0.337748344370861,0.662251655629139,0.33112582781457,0.33112582781457,0.00662251655629139,0.33112582781457,0.480392156862745,93.8,0.941945405613226,69.8,0.96078431372549,85.5,0.752201313801409,85.5,0.820773136324617,91.4
"32",50,0.5,0.5,0.5,0.5,0.438050328450352,0.0619496715496477,0.0619496715496477,0.438050328450352,0.752201313801409,92.5,0.752201313801409,86.8,0.96078431372549,92.3,0.752201313801409,92.3,0.75220131380141,93.7
